SMILES,NumAtoms,NumHeavyAtoms,NumBonds,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,NumHeteroatoms,NumHDonors,NumHAcceptors,FormalCharge,MolecularWeight,MolecularVolume,SurfaceArea,RadiusOfGyration,ShapeFactor,TPSA,LogP,MolarRefractivity,FractionCSP3,Density,MaxPartialCharge,MinPartialCharge,AvgPartialCharge,NumRings,NumAromaticCarbocycles,NumSaturatedCarbocycles,BalabanJ,BertzCT,HallKierAlpha,Kappa3,Tg
NCc1ccc(CC)cc1,10,10,10,2,1,0,1,1,1,0,135.21,65.5671,31.224,2.498854564,0.018481285,26.02,1.7077,43.7114,0.333333333,2.062162242,0.118713007,-0.326497504,1.51e-18,1,1,0,2.797251263,165.3881692,-0.82,1.578594458,335.7434081349206
C(=O)Oc1ccc(C(=O)N)cc1,12,12,12,3,1,0,4,1,3,0,165.148,62.47785,83.268,2.794024383,0.016918306,69.39,0.3207,41.6519,0.0,2.643304745,0.297995969,-0.428763813,1.83e-18,1,1,0,2.846340724,291.676212,-1.84,1.820194513,446.7695613095236
Brc1ccc(C#N)cc1,9,9,9,0,1,0,2,0,1,0,182.02,58.2855,28.548,2.562690034,0.014079167,23.79,2.32078,38.857,0.0,3.122903585,0.099110173,-0.192437041,8.81e-18,1,1,0,3.056038396,232.088218,-0.81,1.546690553,376.4595089285714
Fc1ccc(O)cc1,8,8,8,0,1,0,2,1,1,0,112.103,42.0972,24.276,1.996908826,0.017813161,20.23,1.5313,28.0648,0.0,2.662956143,0.293092107,-0.507963394,-3.2e-18,1,1,0,3.032455532,147.3883389,-1.05,0.964169346,296.04513666666645
NCc1ccc(NC)cc1,10,10,10,2,1,0,2,2,2,0,136.198,65.82015,45.66,2.52945984,0.018571931,38.05,1.187,43.8801,0.25,2.069244721,0.159700178,-0.388121792,-7.25e-18,1,1,0,2.797251263,167.9174942,-1.02,1.481523026,404.69225416666666
Nc1ccc(CCC)cc1,10,10,10,2,1,0,1,1,1,0,135.21,67.2741,31.224,2.615012885,0.019340381,26.02,2.2213,44.8494,0.333333333,2.009837337,0.156215748,-0.398728562,6.03e-19,1,1,0,2.693803452,188.3881692,-0.98,1.760845125,345.5468164682541
Cc1ccc(C#N)cc1,9,9,9,0,1,0,1,0,1,0,117.151,53.841,28.548,2.276647184,0.019433442,23.79,1.8667,35.894,0.125,2.17586965,0.099109176,-0.192437049,5.85e-18,1,1,0,3.056038396,227.7397024,-1.29,1.297733132,266.5206541666665
OCc1ccc(NC)cc1,10,10,10,2,1,0,2,2,2,0,137.182,62.86725,38.712,2.521234433,0.018378755,32.26,1.2206,41.9115,0.25,2.182090004,0.210528197,-0.391680448,7e-18,1,1,0,2.797251263,169.9174942,-1.02,1.481523026,401.51447083333335
Nc1ccc(N)cc1,8,8,8,0,1,0,2,2,2,0,108.144,52.9002,62.448,2.018205679,0.018662207,52.04,0.851,35.2668,0.0,2.044302251,0.156215764,-0.398726787,-6.07e-18,1,1,0,3.032455532,145.3883389,-1.18,0.904141896,305.94635833333314
C(=O)Nc1ccc(OC)cc1,11,11,11,3,1,0,3,1,2,0,151.165,64.02105,45.996,2.670998811,0.017669426,38.33,1.2635,42.6807,0.125,2.361176482,0.211012494,-0.496765888,8.33e-18,1,1,0,2.736673954,230.3523034,-1.51,1.965048096,415.5911017857142
Cc1ccc(C(=O)N)cc1,10,10,10,1,1,0,2,1,1,0,135.166,59.54535,51.708,2.411429573,0.017840504,43.09,1.09392,39.6969,0.125,2.269967306,0.248195449,-0.365599509,2.37e-18,1,1,0,3.003400685,237.9394334,-1.31,1.345015863,410.2362875000001
Nc1ccccc1,7,7,7,0,1,0,1,1,1,0,93.129,46.2816,31.224,1.760300448,0.018901743,26.02,1.2688,30.8544,0.0,2.012225117,0.156215746,-0.398728829,-3.47e-18,1,1,0,3.02146531,134.1073697,-0.98,0.92905918,251.07729999999984
Clc1ccc(C(=O)O)cc1,10,10,10,1,1,0,3,1,1,0,156.568,57.61695,44.76,2.625637861,0.016769952,37.3,2.0382,38.4113,0.0,2.717394747,0.335179993,-0.477639241,-8.79e-18,1,1,0,3.003400685,240.2879489,-1.02,1.481523026,401.93159851190484
Oc1ccccc1,7,7,7,0,1,0,1,1,1,0,94.113,42.1602,24.276,1.746489202,0.018557364,20.23,1.3922,28.1068,0.0,2.232271141,0.293092067,-0.507966995,-1.39e-17,1,1,0,3.02146531,134.1073697,-0.98,0.92905918,284.06245654761864
Clc1ccc([N+](=O)[O-])cc1,10,10,10,1,1,0,4,0,2,0,157.556,57.1596,51.768,2.593874573,0.016463191,43.14,2.2482,38.1064,0.0,2.75642232,0.269027427,-0.258309627,-1.49e-18,1,1,0,3.003400685,244.4296584,-1.09,1.448106572,380.25496309523805
CCc1ccc(Br)cc1,9,9,9,1,1,0,1,0,0,0,185.064,65.28,0.0,2.572369846,0.013899893,0.0,3.0115,43.52,0.25,2.834926427,0.063469402,-0.061294128,1.93e-19,1,1,0,2.881555878,176.264053,-0.3,1.827547666,245.07875333333314
Brc1ccc(C(=O)N)cc1,10,10,10,1,1,0,3,1,1,0,200.035,63.98985,51.708,2.775227424,0.013873709,43.09,1.548,42.6599,0.0,3.126042597,0.248196433,-0.365599503,2.82e-18,1,1,0,3.003400685,242.2879489,-0.83,1.573685466,411.6217485119048
Fc1ccc(CCC)cc1,10,10,10,2,1,0,1,0,0,0,138.185,60.5925,0.0,2.61329537,0.01891157,0.0,2.7782,40.395,0.333333333,2.280562738,0.122727216,-0.207012169,-1.49e-18,1,1,0,2.693803452,188.3881692,-0.85,1.831908246,280.27202840007226
NCc1ccc(OC)cc1,10,10,10,2,1,0,2,1,2,0,137.182,61.3281,42.3,2.513010115,0.018318803,35.25,1.1539,40.8854,0.25,2.236853869,0.118713007,-0.496768205,-4.79e-18,1,1,0,2.797251263,169.9174942,-1.02,1.481523026,410.4014958333334
Nc1ccc(C#N)cc1,9,9,9,0,1,0,2,1,2,0,118.139,53.3541,59.772,2.268887941,0.019205241,49.81,1.14048,35.5694,0.0,2.214244037,0.156215756,-0.398727657,0.0,1,1,0,3.056038396,230.088218,-1.49,1.198750055,308.09274166666637
c1ccc2ccccc2c1,10,10,11,0,2,0,0,0,0,0,128.174,65.922,0.0,2.10447504,0.016418892,0.0,2.8398,43.948,0.0,1.944328116,0.062923842,-0.061629711,-9.25e-18,2,2,0,2.888051602,271.0151824,-1.3,0.780533544,331.5046199404761
Oc1ccc(C#N)cc1,9,9,9,0,1,0,2,1,2,0,119.123,49.2327,52.824,2.261413894,0.018983856,44.02,1.26388,32.8218,0.0,2.419590995,0.293092084,-0.507965461,-4.96e-18,1,1,0,3.056038396,232.088218,-1.49,1.198750055,339.51519583333334
C(=O)Oc1ccc(Cl)cc1,10,10,10,2,1,0,3,0,2,0,156.568,57.216,31.56,2.613490908,0.016692369,26.3,1.8752,38.144,0.0,2.736437312,0.297995977,-0.428762794,9.25e-19,1,1,0,2.78284959,217.5526455,-1.02,1.739178486,370.7055810119047
Oc1ccc(Cl)cc1,8,8,8,0,1,0,2,1,1,0,128.558,49.6752,24.276,2.203435711,0.017139623,20.23,2.0456,33.1168,0.0,2.587971411,0.293092087,-0.507965186,-1.17e-17,1,1,0,3.032455532,147.3883389,-0.69,1.138019489,342.0785624999998
Oc1ccc(Br)cc1,8,8,8,0,1,0,2,1,1,0,173.009,53.7102,24.276,2.290662788,0.013240136,20.23,2.1547,35.8068,0.0,3.221157188,0.293092082,-0.507965629,-9.07e-18,1,1,0,3.032455532,147.3883389,-0.5,1.234072022,359.5386372619048
Cc1ccc(NC)cc1,9,9,9,1,1,0,1,1,1,0,121.183,61.08855,14.436,2.295435876,0.018941897,12.03,2.03672,40.7257,0.25,1.983726869,0.159700178,-0.388121804,7.89e-18,1,1,0,2.881555878,176.264053,-0.98,1.456737692,228.91687119047623
CCc1ccc(OC)cc1,10,10,10,2,1,0,1,0,1,0,136.194,63.558,11.076,2.51363538,0.018456286,9.23,2.2576,42.372,0.333333333,2.142830137,0.118377733,-0.496768219,1.1e-18,1,1,0,2.797251263,165.3881692,-0.98,1.50074922,294.68519655483414
C(=O)Nc1ccc(Cl)cc1,10,10,10,2,1,0,3,1,1,0,155.584,61.70805,34.92,2.627436351,0.016887574,29.1,1.9083,41.1387,0.0,2.521291752,0.211012474,-0.328696278,7.81e-18,1,1,0,2.78284959,219.5526455,-1.02,1.739178486,407.46749851190475
CCc1ccc(NC)cc1,10,10,10,2,1,0,1,1,1,0,135.21,68.05005,14.436,2.530276732,0.01871368,12.03,2.2907,45.3667,0.333333333,1.986919892,0.159700178,-0.388121802,1.06e-17,1,1,0,2.797251263,165.3881692,-0.98,1.50074922,301.22781765873015
OCc1ccc(N)cc1,9,9,9,1,1,0,2,2,2,0,123.155,55.1658,55.5,2.256826721,0.018325092,46.25,0.7611,36.7772,0.142857143,2.23245195,0.210528197,-0.398728544,2.12e-18,1,1,0,2.881555878,180.6125685,-1.02,1.435851175,394.83773333333323
NCc1ccc(C(=O)O)cc1,11,11,11,2,1,0,3,2,2,0,151.165,61.93905,75.984,2.642956363,0.017483917,63.32,0.8435,41.2927,0.125,2.440544334,0.335178588,-0.477639249,-9.37e-18,1,1,0,2.913801563,253.2994976,-1.35,1.782313714,433.9998184523808
Oc1ccc(NC)cc1,9,9,9,1,1,0,2,2,2,0,123.155,56.48025,38.712,2.281729167,0.018527296,32.26,1.4339,37.6535,0.142857143,2.180496684,0.293092097,-0.507964319,-2.07e-18,1,1,0,2.881555878,180.6125685,-1.18,1.353393012,389.8902708333333
CCc1ccc(C#N)cc1,10,10,10,1,1,0,1,0,1,0,131.178,60.8025,28.548,2.510893861,0.01914112,23.79,2.12068,40.535,0.222222222,2.157444149,0.099109179,-0.192437049,3.65e-18,1,1,0,2.930275615,240.4259307,-1.29,1.354264941,333.4669881222944
Brc1ccc(O)cc1,8,8,8,0,1,0,2,1,1,0,173.009,53.7102,24.276,2.290662664,0.013240136,20.23,2.1547,35.8068,0.0,3.221157188,0.293092082,-0.507965629,-9.07e-18,1,1,0,3.032455532,147.3883389,-0.5,1.234072022,359.5386372619048
CCc1ccc(C)cc1,9,9,9,1,1,0,0,0,0,0,120.195,60.8355,0.0,2.278482608,0.018956551,0.0,2.55742,40.557,0.333333333,1.975737818,0.062570096,-0.061294135,2.15e-18,1,1,0,2.881555878,171.734728,-0.78,1.562760731,222.83983986111107
C(=O)Oc1ccc(Br)cc1,10,10,10,2,1,0,3,0,2,0,201.019,61.251,31.56,2.761105032,0.013735543,26.3,1.9843,40.834,0.0,3.281889222,0.297995973,-0.42876324,-1.34e-17,1,1,0,2.78284959,217.5526455,-0.83,1.842927825,370.3529110119047
C(=O)Nc1ccc(C)cc1,10,10,10,2,1,0,2,1,1,0,135.166,61.29855,34.92,2.418894331,0.017895731,29.1,1.56332,40.8657,0.125,2.205043966,0.211012464,-0.328697695,2.19e-18,1,1,0,2.78284959,215.2041299,-1.31,1.584972123,407.4461208333334
C(=O)Nc1ccc(C#N)cc1,11,11,11,2,1,0,3,1,2,0,146.149,61.26555,63.468,2.65232369,0.01814808,52.89,1.12658,40.8437,0.0,2.385500458,0.211012472,-0.328696544,4.49e-18,1,1,0,2.841897617,283.9555223,-1.82,1.798454411,417.52650833333325
Ic1ccc(NC)cc1,9,9,9,1,1,0,2,1,1,0,233.052,73.05855,14.436,2.60034293,0.01115778,12.03,2.3329,48.7057,0.142857143,3.189934605,0.159700184,-0.388121091,-3.67e-18,1,1,0,2.881555878,180.6125685,-0.25,1.855930285,337.7055700000001
Fc1ccc(C#N)cc1,9,9,9,0,1,0,2,0,1,0,121.114,46.6725,28.548,2.261457031,0.018672135,23.79,1.69738,31.115,0.0,2.594975572,0.12279734,-0.207010972,2.14e-18,1,1,0,3.056038396,232.088218,-1.36,1.262759907,375.7018499999999
c1ccc2c(c1)[nH]c3ccccc23,13,13,15,0,3,0,1,1,0,0,167.211,83.70705,18.948,2.494867957,0.014920477,15.79,3.3211,55.8047,0.0,1.997573657,0.166547604,-0.354510538,1.89e-18,3,2,0,2.64243826,512.8841359,-1.76,0.871816321,389.0726678571429
NCc1ccccc1,8,8,8,1,1,0,1,1,1,0,107.156,51.5001,31.224,2.01316497,0.018787235,26.02,1.1453,34.3334,0.142857143,2.080694949,0.118713007,-0.326497507,-6.73e-18,1,1,0,2.832085835,145.7328145,-0.82,1.073981897,243.02504583333325
Fc1ccccc1,7,7,7,0,1,0,1,0,0,0,96.104,39.6,0.0,1.738544583,0.018090241,0.0,1.8257,26.4,0.0,2.426868626,0.12270724,-0.207012522,2.89e-18,1,1,0,3.02146531,134.1073697,-0.85,0.999576996,217.4718875
CCc1ccc(CCC)cc1,11,11,11,3,1,0,0,0,0,0,148.249,74.7225,0.0,2.696751456,0.018190689,0.0,3.2015,49.815,0.454545455,1.983994085,0.062570441,-0.065065438,-1.67e-18,1,1,0,2.664537067,195.7832245,-0.78,2.3768738,280.38787276515154
Oc1ccc(OC)cc1,9,9,9,1,1,0,2,1,2,0,124.139,51.9882,35.352,2.261590876,0.018218214,29.46,1.4008,34.6588,0.142857143,2.387830269,0.29309212,-0.507962235,-2.04e-18,1,1,0,2.881555878,178.6125685,-1.18,1.353393012,375.7658708333334
C(=O)Nc1ccc(N)cc1,10,10,10,2,1,0,3,2,2,0,136.154,60.81165,66.144,2.413836447,0.017728722,55.12,0.8371,40.5411,0.0,2.238945955,0.21101248,-0.398726783,2.7e-18,1,1,0,2.78284959,217.5526455,-1.51,1.481662633,419.0576916666665
c1ccc(cc1)c2ccccc2,12,12,13,1,2,0,0,0,0,0,154.212,77.817,0.0,2.650190765,0.017185373,0.0,3.3536,51.878,0.0,1.981726333,0.062923839,-0.062225395,-1.58e-18,2,2,0,2.45714948,297.4313205,-1.56,1.37393594,350.33240200396824
NCc1ccc(Br)cc1,9,9,9,1,1,0,2,1,1,0,186.052,63.0501,31.224,2.570058848,0.013813659,26.02,1.9078,42.0334,0.142857143,2.950859666,0.118713007,-0.326497496,-9.39e-18,1,1,0,2.881555878,180.6125685,-0.34,1.804947321,390.20956666666666
Nc1ccc(Cl)cc1,8,8,8,0,1,0,2,1,1,0,127.574,53.7966,31.224,2.209066737,0.017315963,26.02,1.9222,35.8644,0.0,2.371413763,0.156215758,-0.398727447,-6.94e-18,1,1,0,3.032455532,147.3883389,-0.69,1.138019489,407.62874166666666
CCCc1ccc(F)cc1,10,10,10,2,1,0,1,0,0,0,138.185,60.5925,0.0,2.613293286,0.018911555,0.0,2.7782,40.395,0.333333333,2.280562738,0.122727216,-0.207012169,-1.49e-18,1,1,0,2.693803452,188.3881692,-0.85,1.831908246,280.27202840007226
Fc1ccc(I)cc1,8,8,8,0,1,0,2,0,0,0,222.0,58.6755,0.0,2.302768546,0.010372831,0.0,2.4303,39.117,0.0,3.783521167,0.122781424,-0.207011228,-1.16e-18,1,1,0,3.032455532,147.3883389,-0.12,1.434508351,321.84637535714285
Oc1ccc(N)cc1,8,8,8,0,1,0,2,2,2,0,109.128,48.7788,55.5,2.008499737,0.01840499,46.25,0.9744,32.5192,0.0,2.237201361,0.293092097,-0.507964321,2.31e-18,1,1,0,3.032455532,147.3883389,-1.18,0.904141896,336.30504166666657
OCc1ccc(OC)cc1,10,10,10,2,1,0,2,1,2,0,138.166,58.3752,35.352,2.504983094,0.018130242,29.46,1.1875,38.9168,0.25,2.366861229,0.210528198,-0.496768195,7.98e-18,1,1,0,2.797251263,167.9174942,-1.02,1.481523026,406.48479583333335
CCc1ccc(Cl)cc1,9,9,9,1,1,0,1,0,0,0,140.613,61.245,0.0,2.468305861,0.017553895,0.0,2.9024,40.83,0.25,2.295909833,0.063850301,-0.084344133,1.35e-18,1,1,0,2.881555878,176.264053,-0.49,1.721046036,214.89519333333325
Cc1ccc(I)cc1,8,8,8,0,1,0,1,0,0,0,218.037,65.844,0.0,2.27740956,0.01044506,0.0,2.59962,43.896,0.142857143,3.311417847,0.06339512,-0.05827412,1.16e-18,1,1,0,3.032455532,143.2466295,-0.05,1.472587813,251.60446999999974
Nc1ccc(NC)cc1,9,9,9,1,1,0,2,2,2,0,122.171,60.60165,45.66,2.288316748,0.018730441,38.05,1.3105,40.4011,0.142857143,2.015968179,0.159700194,-0.398726785,5.57e-18,1,1,0,2.881555878,178.6125685,-1.18,1.353393012,405.8677583333334
Ic1ccc(C#N)cc1,9,9,9,0,1,0,2,0,1,0,229.02,65.811,28.548,2.55815773,0.011170019,23.79,2.16288,43.874,0.0,3.479965302,0.099110089,-0.192437042,4.67e-18,1,1,0,3.056038396,232.088218,-0.56,1.68235904,372.87964642857145
Ic1ccc(N)cc1,8,8,8,0,1,0,2,1,1,0,219.025,65.3571,31.224,2.28119433,0.010415223,26.02,1.8734,43.5714,0.0,3.351204332,0.156215754,-0.398727852,-1.12e-18,1,1,0,3.032455532,147.3883389,-0.25,1.364727153,399.57662559523817
Nc1ccc(OC)cc1,9,9,9,1,1,0,2,1,2,0,123.155,56.1096,42.3,2.268529198,0.018420114,35.25,1.2774,37.4064,0.142857143,2.194900655,0.156215778,-0.496765894,8.48e-18,1,1,0,2.881555878,180.6125685,-1.18,1.353393012,409.4615083333334
Nc1ccc(CC)cc1,9,9,9,1,1,0,1,1,1,0,121.183,60.3486,31.224,2.270749892,0.018738188,26.02,1.8312,40.2324,0.25,2.008049863,0.156215748,-0.398728562,6.94e-19,1,1,0,2.881555878,176.264053,-0.98,1.456737692,313.6681583333332
Clc1ccc(F)cc1,8,8,8,0,1,0,2,0,0,0,130.549,47.115,0.0,2.206895201,0.016904727,0.0,2.4791,31.41,0.0,2.770858479,0.122811945,-0.207010694,3.47e-18,1,1,0,3.032455532,147.3883389,-0.56,1.203430049,304.32328666666655
c1ccc2c(c1)ccc3c2cccc3,14,14,16,0,3,0,0,0,0,0,178.234,92.181,0.0,2.616954517,0.01468269,0.0,3.993,61.454,0.0,1.933522071,0.062946213,-0.061628993,-1.73e-18,3,3,0,2.610318687,539.0090986,-1.82,1.007540623,359.66031458333333
C(=O)Nc1ccc(CC)cc1,11,11,11,3,1,0,2,1,1,0,149.193,68.26005,34.92,2.665224044,0.01786427,29.1,1.8173,45.5067,0.222222222,2.185656146,0.211012464,-0.328697692,9.46e-19,1,1,0,2.736673954,227.8229784,-1.31,2.075224642,400.1308851190477
Oc1ccc(I)cc1,8,8,8,0,1,0,2,1,1,0,220.009,61.2357,24.276,2.284775646,0.010384919,20.23,1.9968,40.8238,0.0,3.592822429,0.293092081,-0.507965715,-8.54e-18,1,1,0,3.032455532,147.3883389,-0.25,1.364727153,359.24444976190466
CCc1ccc(F)cc1,9,9,9,1,1,0,1,0,0,0,124.158,53.667,0.0,2.264074392,0.018235429,0.0,2.3881,35.778,0.25,2.313488693,0.122727213,-0.207012169,3.85e-18,1,1,0,2.881555878,176.264053,-0.85,1.525354421,217.72678904761918
Brc1ccc(Cl)cc1,8,8,8,0,1,0,2,0,0,0,191.455,58.728,0.0,2.577999394,0.013465302,0.0,3.1025,39.152,0.0,3.260029232,0.063880347,-0.084343133,-1.73e-18,1,1,0,3.032455532,147.3883389,-0.01,1.494503503,319.41185392857136
Fc1ccc([N+](=O)[O-])cc1,10,10,10,1,1,0,4,0,2,0,141.101,49.5816,51.768,2.367267235,0.016777112,43.14,1.7339,33.0544,0.0,2.845833881,0.269131351,-0.258309616,5.45e-18,1,1,0,3.003400685,244.4296584,-1.45,1.280972524,385.6922666666666
NCc1ccc(C)cc1,9,9,9,1,1,0,1,1,1,0,121.183,58.6056,31.224,2.274016691,0.018765146,26.02,1.45372,39.0704,0.25,2.067771645,0.118713007,-0.326497504,1.73e-19,1,1,0,2.881555878,176.264053,-0.82,1.54134677,300.38739999999996
NCc1ccc(C#N)cc1,10,10,10,1,1,0,2,1,2,0,132.166,58.5726,59.772,2.509359372,0.018986421,49.81,1.01698,39.0484,0.125,2.256447515,0.118713007,-0.326497495,-1e-17,1,1,0,2.930275615,242.9552557,-1.33,1.335791643,414.1101125
Nc1ccc([N+](=O)[O-])cc1,10,10,10,1,1,0,4,1,3,0,138.126,56.2632,82.992,2.366577461,0.017133468,69.16,1.177,37.5088,0.0,2.454997184,0.2690748,-0.398722083,6.07e-18,1,1,0,3.003400685,242.4296584,-1.58,1.222616942,443.0458238095237
Fc1ccc(N)cc1,8,8,8,0,1,0,2,1,1,0,111.119,46.2186,31.224,2.005917159,0.018051973,26.02,1.4079,30.8124,0.0,2.404205181,0.15621577,-0.398726079,2.48e-18,1,1,0,3.032455532,147.3883389,-1.05,0.964169346,277.468558333333
c1ccc2c3cccc4cccc(c1)c2c34,16,16,19,0,1,3,0,0,0,0,202.256,100.83,0.0,2.669001497,0.013196155,0.0,3.1194,67.22,0.0,2.005910919,0.062947226,-0.061628626,-4.42e-18,4,1,0,2.389141219,750.5592881,-2.08,0.84888778,377.7193309523809
CCCc1ccc(I)cc1,10,10,10,2,1,0,1,0,0,0,246.091,79.731,0.0,2.947373698,0.011976763,0.0,3.2437,53.154,0.333333333,3.086515871,0.063395294,-0.065065438,-9.09e-19,1,1,0,2.693803452,188.3881692,-0.05,2.289798154,298.70013673340543
Cc1ccc(F)cc1,8,8,8,0,1,0,1,0,0,0,110.131,46.7055,0.0,2.015405473,0.018300074,0.0,2.13412,31.137,0.142857143,2.357987767,0.122726866,-0.207012172,-1.85e-18,1,1,0,3.032455532,143.2466295,-0.85,1.059403088,218.49892000000014
NCc1ccc(CCC)cc1,11,11,11,3,1,0,1,1,1,0,149.237,72.4926,31.224,2.858853346,0.019156465,26.02,2.0978,48.3284,0.4,2.058651475,0.118713007,-0.326497504,-6.67e-19,1,1,0,2.664537067,200.6176914,-0.82,2.353634969,349.5317017857144
Ic1ccc(OC)cc1,9,9,9,1,1,0,2,0,1,0,234.036,68.5665,11.076,2.595576476,0.011090501,9.23,2.2998,45.711,0.142857143,3.413270279,0.118432066,-0.496767288,8.35e-18,1,1,0,2.881555878,180.6125685,-0.25,1.855930285,329.38809023809523
C(=O)Oc1ccc(C)cc1,10,10,10,2,1,0,2,0,2,0,136.15,56.8065,31.56,2.400745977,0.017633096,26.3,1.53022,37.871,0.125,2.396732726,0.297995966,-0.428764268,-1.04e-17,1,1,0,2.78284959,213.2041299,-1.31,1.584972123,381.8073806818182
OCc1ccc(I)cc1,9,9,9,1,1,0,2,1,1,0,234.036,67.6227,24.276,2.584348033,0.011042523,20.23,1.7835,45.0818,0.142857143,3.460908786,0.210528197,-0.391680459,6.4e-18,1,1,0,2.881555878,180.6125685,-0.09,1.947726272,348.9334991666666
NCc1ccc(I)cc1,9,9,9,1,1,0,2,1,1,0,233.052,70.5756,31.224,2.574840644,0.011048352,26.02,1.7499,47.0504,0.142857143,3.30216104,0.118713007,-0.326497497,-1.43e-18,1,1,0,2.881555878,180.6125685,-0.09,1.947726272,385.3197999999999
C(=O)Nc1ccc(C(=O)O)cc1,12,12,12,3,1,0,4,2,2,0,165.148,64.632,79.68,2.80382547,0.016977653,66.4,0.9531,43.088,0.0,2.555204813,0.335180839,-0.477639236,4.02e-18,1,1,0,2.846340724,291.676212,-1.84,1.820194513,443.90668333333315
Oc1ccc([N+](=O)[O-])cc1,10,10,10,1,1,0,4,1,3,0,139.11,52.1418,76.044,2.362343293,0.016981837,63.37,1.3004,34.7612,0.0,2.667917052,0.293092166,-0.507958165,-1.2e-17,1,1,0,3.003400685,241.6747709,-1.58,1.222616942,426.6884071428571
CCCc1ccc(Cl)cc1,10,10,10,2,1,0,1,0,0,0,154.64,68.1705,0.0,2.816352258,0.018212314,0.0,3.2925,45.447,0.333333333,2.268429859,0.063850303,-0.084344133,-3.3e-19,1,1,0,2.693803452,188.3881692,-0.49,2.033701902,293.0220200667388
Nc1ccc(I)cc1,8,8,8,0,1,0,2,1,1,0,219.025,65.3571,31.224,2.2811943,0.010415223,26.02,1.8734,43.5714,0.0,3.351204332,0.156215754,-0.398727852,-1.12e-18,1,1,0,3.032455532,147.3883389,-0.25,1.364727153,399.57662559523817
Ic1ccc(I)cc1,8,8,8,0,1,0,2,0,0,0,329.906,77.814,0.0,3.158486399,0.009573898,0.0,2.8958,51.876,0.0,4.23967404,0.063422771,-0.047792868,2.6e-18,1,1,0,3.032455532,145.3883389,0.68,1.889429225,334.18059559523806
CCCc1ccc(O)cc1,10,10,10,2,1,0,1,1,1,0,136.194,63.1527,24.276,2.437889197,0.017900122,20.23,2.3447,42.1018,0.333333333,2.156582345,0.29309207,-0.507966645,-6.31e-19,1,1,0,2.693803452,188.3881692,-0.98,1.760845125,342.87574571428564
CCc1ccc(I)cc1,9,9,9,1,1,0,1,0,0,0,232.064,72.8055,0.0,2.573462802,0.011089453,0.0,2.8536,48.537,0.25,3.187451454,0.063395293,-0.061294128,-2.6e-18,1,1,0,2.881555878,176.264053,-0.05,1.970902995,248.10651464285695
C(=O)Nc1ccc(Br)cc1,10,10,10,2,1,0,3,1,1,0,200.035,65.74305,34.92,2.769324101,0.013844198,29.1,2.0174,43.8287,0.0,3.04267899,0.211012471,-0.328696707,1.26e-17,1,1,0,2.78284959,219.5526455,-0.83,1.842927825,407.2134485119048
CCCc1ccc(C)cc1,10,10,10,2,1,0,0,0,0,0,134.222,67.761,0.0,2.448474163,0.018241973,0.0,2.94752,45.174,0.4,1.980814894,0.062570269,-0.065065438,-4.34e-19,1,1,0,2.693803452,183.6982132,-0.78,1.870576849,268.00955609848484
